offer_id,title,offer_type,category,country_code,region,city,venue,price_amount,currency,price_note,valid_from,valid_to,booking_end,availability_status,eligibility_tier,eligibility_text,source_url,visual_page_url,direct_image_url,source_method,confidence,last_verified_at,notes,tags
PRICELESS_US_NEW_BALANCE_BRONX_10_MILE_ENTRY,New Balance Bronx 10 Mile entry,ACCESS,SPORTS_RUNNING,US,NY,New York,,60,USD,Plus race fee,,2026-09-19,2026-09-11,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/sports/product/237844/get-ready-to-run-the-2026-new-balance-bronx-10-mile,https://www.priceless.com/m/sports/product/237844/get-ready-to-run-the-2026-new-balance-bronx-10-mile,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|nyc|running|sports
PRICELESS_US_2026_TCS_NEW_YORK_CITY_MARATHON_GUARANTEED_ENTRY_EXPERIENCE,2026 TCS New York City Marathon guaranteed-entry experience,ACCESS,SPORTS_RUNNING,US,NY,New York,,,,Race fee applies,,2026-11-01,,SURFACED,MASTERCARD,Mastercard,https://www.priceless.com/sports/product/229431/new-york-city-marathon-cardholder,https://www.priceless.com/sports/product/229431/new-york-city-marathon-cardholder,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|nyc|running|sports
PRICELESS_US_STRANGER_THINGS_THE_FIRST_SHADOW_TICKETS,Stranger Things: The First Shadow tickets,PREFERRED_TICKET,ENTERTAINMENT,US,NY,New York,,169.5,USD,,,,,SURFACED,MASTERCARD,Mastercard,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_SEARCH_INDEX,MEDIUM,2026-09-02T08:00:00Z,,alex|entertainment|family|nyc
PRICELESS_US_CHAMBER_MAGIC_WITH_STEVE_COHEN,Chamber Magic with Steve Cohen,EXPERIENCE,ENTERTAINMENT,US,NY,New York,,550,USD,,,,,SURFACED,MASTERCARD,Mastercard,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_SEARCH_INDEX,MEDIUM,2026-09-02T08:00:00Z,,alex|entertainment|nyc
PRICELESS_US_DREW_TILLMAN_DOWNTOWN_ARCHITECTURE_TOUR,Drew Tillman downtown architecture tour,EXPERIENCE,ARTS_CULTURE,US,CA,Los Angeles,,95,USD,,,,,SURFACED,MASTERCARD,Mastercard,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_SEARCH_INDEX,MEDIUM,2026-09-02T08:00:00Z,,alex|culture|la
PRICELESS_US_DODGERS_BATTING_PRACTICE_FIELD_ACCESS_AND_TICKETS,Dodgers batting-practice field access and tickets,EXPERIENCE,SPORTS_BASEBALL,US,CA,Los Angeles,,,,Package pricing,,2026-09-23,2026-09-21,LIMITED,MASTERCARD,Mastercard,https://00.www.priceless.com/m/sports/product/229409/2026-dodgers-bp-viewing,https://00.www.priceless.com/m/sports/product/229409/2026-dodgers-bp-viewing,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|la|sports
PRICELESS_US_CALL_IT_S_TIME_FOR_DODGER_BASEBALL_AUCTION,Call It's time for Dodger baseball auction,AUCTION,SPORTS_BASEBALL,US,CA,Los Angeles,,1500,USD,Opening bid,,2026-09-23,2026-09-16,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/sports/product/229333/2026-itfdb-auction,https://www.priceless.com/m/sports/product/229333/2026-itfdb-auction,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|la|sports
PRICELESS_US_THE_WAY_WE_WORE_PRIVATE_VINTAGE_FASHION_ARCHIVE,The Way We Wore private vintage-fashion archive,EXPERIENCE,SHOPPING_FASHION,US,CA,Los Angeles,,350,USD,,,,,SURFACED,MASTERCARD,Mastercard,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_SEARCH_INDEX,MEDIUM,2026-09-02T08:00:00Z,,alex|culture|family|la
PRICELESS_US_FRANK_LLOYD_WRIGHT_HOLLYHOCK_HOUSE_TOUR,Frank Lloyd Wright Hollyhock House tour,EXPERIENCE,ARTS_CULTURE,US,CA,Los Angeles,,50,USD,,,,,SURFACED,MASTERCARD,Mastercard,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_SEARCH_INDEX,MEDIUM,2026-09-02T08:00:00Z,,alex|culture|family|la
PRICELESS_US_WYNWOOD_WALLS_VIP_TOUR_AND_SPRAY_PAINTING,Wynwood Walls VIP tour and spray painting,EXPERIENCE,ARTS_CULTURE,US,FL,Miami,,160,USD,,,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/arts-and-culture/product/229586/wynwood-walls-priceless-vip-experience,https://www.priceless.com/arts-and-culture/product/229586/wynwood-walls-priceless-vip-experience,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|culture|family|miami
PRICELESS_US_INTER_MIAMI_CF_WARM_UPS_FROM_THE_PITCH,Inter Miami CF warm-ups from the pitch,EXPERIENCE,SPORTS_FOOTBALL,US,FL,Miami,,700,USD,Per pair,,,,SURFACED,MASTERCARD,Mastercard,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_SEARCH_INDEX,MEDIUM,2026-09-02T08:00:00Z,,alex|football|miami|sports
PRICELESS_US_INTER_MIAMI_CF_POST_MATCH_PITCH_ACCESS,Inter Miami CF post-match pitch access,EXPERIENCE,SPORTS_FOOTBALL,US,FL,Miami,,250,USD,,,,,SURFACED,MASTERCARD,Mastercard,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_SEARCH_INDEX,MEDIUM,2026-09-02T08:00:00Z,,alex|football|miami|sports
PRICELESS_US_AUSTIN_FOOD_WINE_TICKET_CASHBACK,Austin Food & Wine ticket cashback,CASHBACK,CULINARY,US,TX,Austin,,50,USD,$50 cashback; first 500 qualifying orders,,2026-11-08,,LIMITED,MASTERCARD,Mastercard,https://www.priceless.com/m/culinary/product/238359/2026-austin-food-and-wine-festival-ticket-credit-offer,https://www.priceless.com/m/culinary/product/238359/2026-austin-food-and-wine-festival-ticket-credit-offer,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|dining|texas
PRICELESS_US_AUSTIN_FOOD_WINE_VIP_MASTERCARD_COLLECTION_TICKET,Austin Food & Wine VIP Mastercard Collection ticket,PREFERRED_TICKET,CULINARY,US,TX,Austin,,,,Ticket price varies,,,2026-09-25,AVAILABLE,WORLD_ELITE,World Elite or World Legend consumer credit,https://www.priceless.com/culinary/product/238502/2026-austin-food-and-wine-festival-preferred-tickets,https://www.priceless.com/culinary/product/238502/2026-austin-food-and-wine-festival-preferred-tickets,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|dining|texas
PRICELESS_US_RED_SOX_ALUMNI_LUNCH_AND_FENWAY_TOUR,Red Sox alumni lunch and Fenway tour,EXPERIENCE,SPORTS_BASEBALL,US,MA,Boston,,,,Pair package,,2026-09-10,2026-09-07,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/sports/product/231086/26-red-sox-player-lunch,https://www.priceless.com/sports/product/231086/26-red-sox-player-lunch,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|boston|sports
PRICELESS_US_TRUMP_NATIONAL_DORAL_STAY_AND_THREE_ROUNDS_OF_GOLF,Trump National Doral stay and three rounds of golf,EXPERIENCE,SPORTS_GOLF,US,FL,Miami,,1085,USD,"From, per person",,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/sports/product/231822/enjoy-a-luxurious-stay-and-play-trip-at-trump-national-doral-miami,https://www.priceless.com/m/sports/product/231822/enjoy-a-luxurious-stay-and-play-trip-at-trump-national-doral-miami,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|golf|miami|travel
PRICELESS_US_PGA_NATIONAL_RESORT_STAY_AND_PLAY,PGA National Resort stay-and-play,EXPERIENCE,SPORTS_GOLF,US,FL,Palm Beach,,1295,USD,"From, per person",,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_SEARCH_INDEX,MEDIUM,2026-09-02T08:00:00Z,,alex|florida|golf|travel
PRICELESS_US_TPC_SAWGRASS_STAY_AND_PLAY,TPC Sawgrass stay-and-play,EXPERIENCE,SPORTS_GOLF,US,FL,Ponte Vedra Beach,,1459,USD,"From, per person",,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/sports/product/231859/enjoy-a-stay-and-play-trip-in-florida-at-sawgrass-marriott-golf-resort-and-spa,https://www.priceless.com/m/sports/product/231859/enjoy-a-stay-and-play-trip-in-florida-at-sawgrass-marriott-golf-resort-and-spa,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|florida|golf|travel
PRICELESS_US_ARNOLD_PALMER_BAY_HILL_AND_ORLANDO_GOLF_PACKAGE,Arnold Palmer Bay Hill and Orlando golf package,EXPERIENCE,SPORTS_GOLF,US,FL,Orlando,,865,USD,"From, per person",,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_SEARCH_INDEX,MEDIUM,2026-09-02T08:00:00Z,,alex|golf|orlando|travel
PRICELESS_US_KIAWAH_ISLAND_RESORT_STAY_AND_PLAY,Kiawah Island Resort stay-and-play,EXPERIENCE,SPORTS_GOLF,US,SC,Kiawah Island,,999,USD,Per person,,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/sports/product/232021/enjoy-a-relaxing-stay-and-play-trip-along-the-south-carolina-coast-at-kiawah-island-golf-resort,https://www.priceless.com/m/sports/product/232021/enjoy-a-relaxing-stay-and-play-trip-along-the-south-carolina-coast-at-kiawah-island-golf-resort,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|golf|travel
PRICELESS_US_PALMETTO_DUNES_GOLF_GETAWAY,Palmetto Dunes golf getaway,EXPERIENCE,SPORTS_GOLF,US,SC,Hilton Head,,649,USD,"From, per person",,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/sports/product/232204/enjoy-a-stay-and-play-trip-on-hilton-head-island-to-the-palmetto-dunes-oceanfront-resort,https://www.priceless.com/m/sports/product/232204/enjoy-a-stay-and-play-trip-on-hilton-head-island-to-the-palmetto-dunes-oceanfront-resort,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|golf|travel
PRICELESS_US_WE_KO_PA_DESERT_GOLF_GETAWAY,We-Ko-Pa desert golf getaway,EXPERIENCE,SPORTS_GOLF,US,AZ,Fort McDowell,,539,USD,"From, per person",,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/sports/product/232203/enjoy-a-stay-and-play-trip-in-arizona-to-the-we-ko-pa-casino-resort,https://www.priceless.com/m/sports/product/232203/enjoy-a-stay-and-play-trip-in-arizona-to-the-we-ko-pa-casino-resort,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|golf|travel
PRICELESS_US_ACCESS_TO_9_000_PUBLIC_GOLF_COURSE_TEE_TIMES,"Access to 9,000+ public golf-course tee times",ACCESS,SPORTS_GOLF,US,Nationwide,,,,,Course dependent,,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/sports/product/196183/enjoy-exclusive-public-tee-time-engine-access,https://www.priceless.com/sports/product/196183/enjoy-exclusive-public-tee-time-engine-access,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|golf|travel
PRICELESS_US_CHELSEA_FILM_FESTIVAL_OPENING_NIGHT,Chelsea Film Festival opening night,EXPERIENCE,ENTERTAINMENT,US,NY,New York,,199,USD,,,2026-10-14,2026-10-07,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/entertainment/product/235097/chelsea-film-festival,https://www.priceless.com/m/entertainment/product/235097/chelsea-film-festival,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|culture|entertainment|nyc
PRICELESS_US_EDGE_PRIVATE_EARLY_ACCESS_SKYLINE_EXPERIENCE,Edge private early-access skyline experience,EXPERIENCE,TRAVEL,US,NY,New York,,50,USD,"Plus tax, per person",,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/travel/product/187696/sunrise-access,https://www.priceless.com/m/travel/product/187696/sunrise-access,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|family|nyc|travel
PRICELESS_US_NYRR_STATEN_ISLAND_HALF_GUARANTEED_RACE_ACCESS,NYRR Staten Island Half guaranteed race access,ACCESS,SPORTS_RUNNING,US,NY,New York,,,,Race fee applies,,2026-10-11,2026-10-02,AVAILABLE,MASTERCARD,Mastercard,https://00.www.priceless.com/sports/product/237846/nyrr-staten-island-half-cardholder,https://00.www.priceless.com/sports/product/237846/nyrr-staten-island-half-cardholder,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|nyc|running|sports
PRICELESS_US_MIAMI_AND_EVERGLADES_PRIVATE_COMBINATION_EXPERIENCE,Miami and Everglades private combination experience,EXPERIENCE,TRAVEL,US,FL,Miami,,491,USD,From,,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/travel/product/225541/wide-angle-tours-ultimate-miami-combo,https://www.priceless.com/m/travel/product/225541/wide-angle-tours-ultimate-miami-combo,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|family|miami|travel
PRICELESS_US_TPC_EAST_REGION_PRIVATE_COURSE_ACCESS,TPC East Region private-course access,ACCESS,SPORTS_GOLF,US,MA/CT/NJ/MD,,,,,Course dependent,,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/health-and-wellness/product/205245/tpc-east-region,https://www.priceless.com/m/health-and-wellness/product/205245/tpc-east-region,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|golf|travel
PRICELESS_US_TPC_SOUTH_REGION_PRIVATE_COURSE_ACCESS,TPC South Region private-course access,ACCESS,SPORTS_GOLF,US,Southern US,,,,,Course dependent,,2026-12-31,,AVAILABLE,WORLD_ELITE,"World Elite credit, debit, business or Corporate World Elite",https://www.priceless.com/m/health-and-wellness/product/205242/tpc-south-region,https://www.priceless.com/m/health-and-wellness/product/205242/tpc-south-region,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|golf|travel
PRICELESS_US_TPC_WEST_REGION_PRIVATE_COURSE_ACCESS,TPC West Region private-course access,ACCESS,SPORTS_GOLF,US,Western US,,,,,Course dependent,,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/health-and-wellness/product/205248/tpc-west-region,https://www.priceless.com/m/health-and-wellness/product/205248/tpc-west-region,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|golf|travel
PRICELESS_US_TPC_HARDING_PARK_PRIVILEGED_GOLF_ACCESS,TPC Harding Park privileged golf access,ACCESS,SPORTS_GOLF,US,CA,San Francisco,,,,Course dependent,,2026-12-31,,AVAILABLE,MASTERCARD,Mastercard,https://www.priceless.com/m/sports/product/162532/play-where-the-pros-play-at-tpc-harding-park,https://www.priceless.com/m/sports/product/162532/play-where-the-pros-play-at-tpc-harding-park,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|golf|san_francisco|travel
PRICELESS_US_PEAK_WITH_PRICELESS_PREFERRED_RESERVATIONS,Peak with Priceless preferred reservations,PREFERRED_RESERVATION,CULINARY,US,NY,New York,,300,USD,$300 per pair; $100 deposit,,2027-12-31,,AVAILABLE,WORLD_ELITE,World Elite,https://www.priceless.com/m/culinary/product/231849/preferred-table-reservations,https://www.priceless.com/m/culinary/product/231849/preferred-table-reservations,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|dining|nyc
PRICELESS_US_NETFLIX_HOUSE_IS_IT_CAKE_WINNER_EXPERIENCE,Netflix House Is It Cake winner experience,EXPERIENCE,CULINARY,US,TX/PA,,,,,,,2026-09-30,,WAITLIST,MASTERCARD,Mastercard,https://www.priceless.com/m/culinary/product/238406/netflix-house-is-it-cake,https://www.priceless.com/m/culinary/product/238406/netflix-house-is-it-cake,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|dining|entertainment|family
PRICELESS_US_US_MUSIC_AND_ENTERTAINMENT_PRESALE_ACCESS,US music and entertainment presale access,PRESALE,ENTERTAINMENT,US,Nationwide,,,,,,,2028-12-31,,AVAILABLE,MASTERCARD_CREDIT,Mastercard consumer credit cardholders,https://www.priceless.com/m/Music-and-Entertainment-Presale-and-Preferred-Tickets-FAQs,https://www.priceless.com/m/Music-and-Entertainment-Presale-and-Preferred-Tickets-FAQs,,PUBLIC_SEARCH_INDEX,HIGH,2026-09-02T08:00:00Z,,alex|entertainment|travel
PRICELESS_US_ETRA_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Etra Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,CA,Los Angeles,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|los_angeles
PRICELESS_US_ALBA_LOS_ANGELES_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,ALBA Los Angeles Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,CA,Los Angeles,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|los_angeles
PRICELESS_US_JACARANDA_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Jacaranda Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,CA,Los Angeles,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|los_angeles
PRICELESS_US_PICALA_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Picala Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,CA,Los Angeles,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|los_angeles
PRICELESS_US_CITRIN_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Citrin Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,CA,Santa Monica,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|santa_monica
PRICELESS_US_CRUDO_E_NUDO_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Crudo e Nudo Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,CA,Santa Monica,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|dining|santa_monica
PRICELESS_US_DANTE_BEVERLY_HILLS_MASTERCARD_COLLECTION_PREFERRED_RESERVATIONS,Dante Beverly Hills Mastercard Collection preferred reservations,PREFERRED_RESERVATION,CULINARY,US,CA,Beverly Hills,,,,,,,,AVAILABLE,WORLD_ELITE,Eligible Mastercard Collection tiers; verify exact product rules,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,https://www.priceless.com/filter/options/collection/2534?fromCatId=1679&tab=diningReservations,,PUBLIC_COLLECTION_INDEX,MEDIUM,2026-09-02T08:00:00Z,Restaurant is publicly listed in the Collection catalogue; canonical product URL requires enrichment.,alex|beverly_hills|dining
